id,spieler1,spieler2,torep1,torep2,,datum,eintragdatum,uhrzeit,PunkteSpieler1,PunkteSpieler2,groesse
6220,Vaya Con Dios,Oldies,0,1,,09.07.2011,10.07.2011,17:02:06,-15,15,3
6221,Kubb Klub Fislisbach 11,Vaya Con Dios,1,0,,09.07.2011,10.07.2011,17:02:06,8,-8,3
6222,Oldies,Toeffflampe,1,0,,09.07.2011,10.07.2011,17:02:06,15,-15,3
6223,Toeffflampe,BALU der fette Baer,1,0,,09.07.2011,10.07.2011,17:02:06,15,-15,3
6224,Zen Kubbers KKA,HotPot,0,1,,09.07.2011,10.07.2011,17:02:07,-16,16,3
6225,Raesselhaened,Knall Frosch Park,0,1,,09.07.2011,10.07.2011,17:02:07,-19,19,3
6226,KC Mineral Kuebbli,KFP,1,0,,09.07.2011,10.07.2011,17:02:07,12,-12,3
6227,KFP,Raesselhaened,1,0,,09.07.2011,10.07.2011,17:02:07,17,-17,3
6228,KC Mineral Kuebbli,Knall Frosch Park,1,0,,09.07.2011,10.07.2011,17:02:07,10,-10,3
6229,Chaesplaetzli (3),Tent it up I,0,1,,09.07.2011,10.07.2011,17:02:07,-8,8,3
6230,Kubb Klub Fislisbach 11,B52,1,0,,09.07.2011,10.07.2011,17:02:07,10,-10,3
6231,Kubb n Ales,Glaihyyniger Sprysse,1,0,,09.07.2011,10.07.2011,17:02:08,8,-8,3
6232,Da Holzfellaz,Knall Frosch Park,0,1,,09.07.2011,10.07.2011,17:02:08,-20,20,3
6233,Checkeletti,KFPerlen,1,0,,09.07.2011,10.07.2011,17:02:08,3,-3,3
6234,dVerholzer,Breitizone,0,1,,09.07.2011,10.07.2011,17:02:08,-11,11,3
6235,Bikini Bottom Crew,Out Of Order,1,0,,09.07.2011,10.07.2011,17:02:08,16,-16,3
6236,KubbFraktion,Raesselhaened,0,1,,09.07.2011,10.07.2011,17:02:08,-22,22,3
6237,dvrkubbler I,KFP,0,1,,09.07.2011,10.07.2011,17:02:08,-16,16,3
6238,Clawfingers,Tent it up II,1,0,,09.07.2011,10.07.2011,17:02:09,13,-13,3
6239,KOs,Thomas Peter,1,0,,09.07.2011,10.07.2011,17:02:09,11,-11,3
6240,oepfelbaum I,Rope-A-Dope,1,0,,09.07.2011,10.07.2011,17:02:09,7,-7,3
6241,KC Mineral Kuebbli,Luusbuebe KKL,1,0,,09.07.2011,10.07.2011,17:02:09,11,-11,3
6242,Skubb i do,oepfelbaum II,1,0,,09.07.2011,10.07.2011,17:02:09,14,-14,3
6243,Stoeckliknicker,Oldies,1,0,,09.07.2011,10.07.2011,17:02:09,9,-9,3
6244,B-Team,Klotzkoepf,1,0,,09.07.2011,10.07.2011,17:02:09,5,-5,3
6245,Kubb Klub Fislisbach 11,Tent it up I,0,1,,09.07.2011,10.07.2011,17:02:09,-11,11,3
6246,Knall Frosch Park,Kubb n Ales,1,0,,09.07.2011,10.07.2011,17:02:10,23,-23,3
6247,Breitizone,Checkeletti,0,1,,09.07.2011,10.07.2011,17:02:10,-5,5,3
6248,Raesselhaened,Bikini Bottom Crew,1,0,,09.07.2011,10.07.2011,17:02:10,11,-11,3
6249,Clawfingers,KFP,0,1,,09.07.2011,10.07.2011,17:02:10,-19,19,3
6250,oepfelbaum I,KOs,1,0,,09.07.2011,10.07.2011,17:02:10,5,-5,3
6251,Skubb i do,KC Mineral Kuebbli,0,1,,09.07.2011,10.07.2011,17:02:10,-17,17,3
6252,B-Team,Stoeckliknicker,1,0,,09.07.2011,10.07.2011,17:02:10,12,-12,3
6253,Raesselhaened,Checkeletti,0,1,,09.07.2011,10.07.2011,17:02:11,-5,5,3
6254,oepfelbaum I,KFP,1,0,,09.07.2011,10.07.2011,17:02:11,4,-4,3
6255,B-Team,KC Mineral Kuebbli,1,0,,09.07.2011,10.07.2011,17:02:11,11,-11,3
6256,Checkeletti,Tent it up I,2,1,,09.07.2011,10.07.2011,17:02:11,2,-2,3
6257,oepfelbaum I,Tent it up I,0,2,,09.07.2011,10.07.2011,17:02:11,-30,30,3
6258,B-Team,oepfelbaum I,2,1,,09.07.2011,10.07.2011,17:02:11,20,-20,3
6259,B-Team,Checkeletti,2,1,,09.07.2011,10.07.2011,17:02:11,19,-19,3
6260,Vortrab JB Santihans,le gâteau, le gâteau,1,0,,09.07.2011,10.07.2011,17:02:12,15,-15,3
6261,Vier uf eimol,Cucarachas enojadas,0,1,,09.07.2011,10.07.2011,17:02:12,-11,11,3
6262,Dachstockwerfer,dHolzer,1,0,,09.07.2011,10.07.2011,17:02:12,15,-15,3
6263,Bebbi Strolche,Plan B,0,1,,09.07.2011,10.07.2011,17:02:12,-15,15,3
6264,Viking,Chillinios,0,1,,09.07.2011,10.07.2011,17:02:12,-15,15,3
6265,dSprysse wo rysse,die bluetige,1,0,,09.07.2011,10.07.2011,17:02:12,15,-15,3
6266,De Giuseppe und sini Kubbcrew,Kidskubber,1,0,,09.07.2011,10.07.2011,17:02:12,17,-17,3
6267,Wiesekubber,KrummKubber,1,0,,09.07.2011,10.07.2011,17:02:13,15,-15,3
6268,Deppenontour,Kings of Leon,1,0,,09.07.2011,10.07.2011,17:02:13,15,-15,3
6269,KC Reusstal 1,dSprysse wo rysse,1,0,,09.07.2011,10.07.2011,17:02:13,9,-9,3
6270,HotPot,Toeffflampe,0,1,,09.07.2011,10.07.2011,17:02:13,-15,15,3
6271,Vortrab JB Santihans,Mach maa lieber die Moerchen,1,0,,09.07.2011,10.07.2011,17:02:13,15,-15,3
6272,anvaend din illusion,Cucarachas enojadas,0,1,,09.07.2011,10.07.2011,17:02:13,-12,12,3
6273,Plan B,Dachstockwerfer,0,1,,09.07.2011,10.07.2011,17:02:13,-15,15,3
6274,Kubb klux klan,Chillinios,0,1,,09.07.2011,10.07.2011,17:02:14,-16,16,3
6275,De Giuseppe und sini Kubbcrew,dSprysse wo rysse,1,0,,09.07.2011,10.07.2011,17:02:14,17,-17,3
6276,Deppenontour,Wiesekubber,1,0,,09.07.2011,10.07.2011,17:02:14,15,-15,3
6277,KC Reusstal 1,Vaya Con Dios,1,0,,09.07.2011,10.07.2011,17:02:14,9,-9,3
6278,Vortrab JB Santihans,Toeffflampe,1,0,,09.07.2011,10.07.2011,17:02:14,15,-15,3
6279,Kubb n Ales,Kubb Klub Fislisbach 11,1,0,,09.07.2011,10.07.2011,17:02:14,14,-14,3
6280,Bikini Bottom Crew,Breitizone,1,0,,09.07.2011,10.07.2011,17:02:14,19,-19,3
6281,KOs,Clawfingers,1,0,,09.07.2011,10.07.2011,17:02:14,17,-17,3
6282,Stoeckliknicker,Skubb i do,0,1,,09.07.2011,10.07.2011,17:02:15,-15,15,3
6283,Bikini Bottom Crew,Kubb n Ales,0,1,,09.07.2011,10.07.2011,17:02:15,-8,8,3
6284,Skubb i do,KOs,0,1,,09.07.2011,10.07.2011,17:02:15,-19,19,3
6285,Skubb i do,Bikini Bottom Crew,1,0,,09.07.2011,10.07.2011,17:02:15,8,-8,3
6286,KOs,Kubb n Ales,1,0,,09.07.2011,10.07.2011,17:02:15,20,-20,3
6287,B52,Chaesplaetzli (3),1,0,,09.07.2011,10.07.2011,17:02:15,17,-17,3
6288,Da Holzfellaz,Glaihyyniger Sprysse,0,1,,09.07.2011,10.07.2011,17:02:15,-20,20,3
6289,dVerholzer,KFPerlen,1,0,,09.07.2011,10.07.2011,17:02:16,15,-15,3
6290,KubbFraktion,Out Of Order,1,0,,09.07.2011,10.07.2011,17:02:16,6,-6,3
6291,Tent it up II,dvrkubbler I,0,1,,09.07.2011,10.07.2011,17:02:16,-15,15,3
6292,Rope-A-Dope,Thomas Peter,1,0,,09.07.2011,10.07.2011,17:02:16,8,-8,3
6293,oepfelbaum II,Luusbuebe KKL,1,0,,09.07.2011,10.07.2011,17:02:16,10,-10,3
6294,Klotzkoepf,Oldies,0,1,,09.07.2011,10.07.2011,17:02:16,-13,13,3
6295,Glaihyyniger Sprysse,B52,0,1,,09.07.2011,10.07.2011,17:02:16,-14,14,3
6296,KubbFraktion,dVerholzer,1,0,,09.07.2011,10.07.2011,17:02:17,5,-5,3
6297,Rope-A-Dope,dvrkubbler I,1,0,,09.07.2011,10.07.2011,17:02:17,11,-11,3
6298,Oldies,oepfelbaum II,0,1,,09.07.2011,10.07.2011,17:02:17,-9,9,3
6299,KubbFraktion,B52,1,0,,09.07.2011,10.07.2011,17:02:17,6,-6,3
6300,oepfelbaum II,Rope-A-Dope,1,0,,09.07.2011,10.07.2011,17:02:17,16,-16,3
6301,Rope-A-Dope,B52,0,1,,09.07.2011,10.07.2011,17:02:17,-21,21,3
6302,Kubb Klub Fislisbach 11,Breitizone,1,0,,09.07.2011,10.07.2011,17:02:17,12,-12,3
6303,Stoeckliknicker,Clawfingers,0,1,,09.07.2011,10.07.2011,17:02:18,-16,16,3
6304,Stoeckliknicker,Breitizone,1,0,,09.07.2011,10.07.2011,17:02:18,12,-12,3
6305,Clawfingers,Kubb Klub Fislisbach 11,1,0,,09.07.2011,10.07.2011,17:02:18,16,-16,3
6306,De Giuseppe und sini Kubbcrew,Chillinios,0,1,,09.07.2011,10.07.2011,17:02:18,-13,13,3
6307,KC Reusstal 1,Deppenontour,1,0,,09.07.2011,10.07.2011,17:02:18,9,-9,3
6308,Cucarachas enojadas,Vortrab JB Santihans,1,0,,09.07.2011,10.07.2011,17:02:18,11,-11,3
6309,KC Reusstal 1,Chillinios,1,0,,09.07.2011,10.07.2011,17:02:18,9,-9,3
6310,Chillinios,Vortrab JB Santihans,0,1,,09.07.2011,10.07.2011,17:02:19,-15,15,3
6311,KC Reusstal 1,Cucarachas enojadas,1,0,,09.07.2011,10.07.2011,17:02:19,13,-13,3
6312,Out Of Order,Da Holzfellaz,1,0,,09.07.2011,10.07.2011,17:02:19,20,-20,3
6313,Klotzkoepf,Tent it up II,1,0,,09.07.2011,10.07.2011,17:02:19,20,-20,3
6314,Tent it up II,Da Holzfellaz,0,1,,09.07.2011,10.07.2011,17:02:19,-13,13,3
6315,Klotzkoepf,Out Of Order,0,1,,09.07.2011,10.07.2011,17:02:19,-12,12,3
6316,Da Holzfellaz,Chaesplaetzli (3),0,1,,09.07.2011,10.07.2011,17:02:19,-17,17,3
6317,Out Of Order,KFPerlen,0,1,,09.07.2011,10.07.2011,17:02:20,-16,16,3
6318,Thomas Peter,Tent it up II,1,0,,09.07.2011,10.07.2011,17:02:20,19,-19,3
6319,Klotzkoepf,Luusbuebe KKL,0,1,,09.07.2011,10.07.2011,17:02:20,-12,12,3
6320,KFPerlen,Chaesplaetzli (3),0,1,,09.07.2011,10.07.2011,17:02:20,-11,11,3
6321,Luusbuebe KKL,Thomas Peter,1,0,,09.07.2011,10.07.2011,17:02:20,14,-14,3
6322,Thomas Peter,KFPerlen,0,1,,09.07.2011,10.07.2011,17:02:20,-15,15,3
6323,Luusbuebe KKL,Chaesplaetzli (3),0,1,,09.07.2011,10.07.2011,17:02:20,-12,12,3
6324,Glaihyyniger Sprysse,dVerholzer,1,0,,09.07.2011,10.07.2011,17:02:21,14,-14,3
6325,Oldies,dvrkubbler I,1,0,,09.07.2011,10.07.2011,17:02:21,18,-18,3
6326,dvrkubbler I,dVerholzer,0,1,,09.07.2011,10.07.2011,17:02:21,-18,18,3
6327,Oldies,Glaihyyniger Sprysse,1,0,,09.07.2011,10.07.2011,17:02:21,16,-16,3
6328,Deppenontour,Toeffflampe,0,1,,09.07.2011,10.07.2011,17:02:21,-15,15,3
6329,Deppenontour,De Giuseppe und sini Kubbcrew,0,1,,09.07.2011,10.07.2011,17:02:21,-17,17,3
6330,Dachstockwerfer,Toeffflampe,1,0,,09.07.2011,10.07.2011,17:02:21,15,-15,3
6331,dSprysse wo rysse,anvaend din illusion,0,1,,09.07.2011,10.07.2011,17:02:22,-14,14,3
6332,Wiesekubber,Mach maa lieber die Moerchen,1,0,,09.07.2011,10.07.2011,17:02:22,15,-15,3
6333,Wiesekubber,dSprysse wo rysse,0,1,,09.07.2011,10.07.2011,17:02:22,-15,15,3
6334,anvaend din illusion,Mach maa lieber die Moerchen,1,0,,09.07.2011,10.07.2011,17:02:22,14,-14,3
6335,Vaya Con Dios,Wiesekubber,0,1,,09.07.2011,10.07.2011,17:02:22,-15,15,3
6336,dSprysse wo rysse,Kubb klux klan,1,0,,09.07.2011,10.07.2011,17:02:22,16,-16,3
6337,Plan B,anvaend din illusion,0,1,,09.07.2011,10.07.2011,17:02:22,-14,14,3
6338,Mach maa lieber die Moerchen,HotPot,1,0,,09.07.2011,10.07.2011,17:02:22,15,-15,3
6339,Vaya Con Dios,HotPot,0,1,,09.07.2011,10.07.2011,17:02:23,-15,15,3
6340,Kubb klux klan,Plan B,0,1,,09.07.2011,10.07.2011,17:02:23,-16,16,3
6341,Vaya Con Dios,Kubb klux klan,1,0,,09.07.2011,10.07.2011,17:02:23,16,-16,3
6342,Plan B,HotPot,0,1,,09.07.2011,10.07.2011,17:02:23,-15,15,3
6343,die bluetige,Vier uf eimol,0,1,,09.07.2011,10.07.2011,17:02:23,-15,15,3
6344,Kings of Leon,die bluetige,1,0,,09.07.2011,10.07.2011,17:02:23,15,-15,3
6345,Vier uf eimol,Zen Kubbers KKA,0,1,,09.07.2011,10.07.2011,17:02:24,-14,14,3
6346,dJunikaefer,Kings of Leon,0,1,,09.07.2011,10.07.2011,17:02:24,-15,15,3
6347,die bluetige,Viking,1,0,,09.07.2011,10.07.2011,17:02:24,15,-15,3
6348,Bebbi Strolche,Vier uf eimol,0,1,,09.07.2011,10.07.2011,17:02:24,-15,15,3
6349,le gâteau, le gâteau,Zen Kubbers KKA,0,1,,09.07.2011,10.07.2011,17:02:24,-14,14,3
6350,Kings of Leon,KrummKubber,1,0,,09.07.2011,10.07.2011,17:02:24,15,-15,3
6351,Kidskubber,die bluetige,0,1,,09.07.2011,10.07.2011,17:02:24,-15,15,3
6352,Bebbi Strolche,dHolzer,1,0,,09.07.2011,10.07.2011,17:02:25,15,-15,3
6353,Zen Kubbers KKA,BALU der fette Baer,1,0,,09.07.2011,10.07.2011,17:02:25,14,-14,3
6354,Viking,Bebbi Strolche,0,1,,09.07.2011,10.07.2011,17:02:25,-15,15,3
6355,dJunikaefer,le gâteau, le gâteau,1,0,,09.07.2011,10.07.2011,17:02:25,15,-15,3
6356,dJunikaefer,Viking,0,1,,09.07.2011,10.07.2011,17:02:25,-15,15,3
6357,Bebbi Strolche,le gâteau, le gâteau,1,0,,09.07.2011,10.07.2011,17:02:25,15,-15,3
6358,KrummKubber,BALU der fette Baer,0,1,,09.07.2011,10.07.2011,17:02:25,-15,15,3
6359,Kidskubber,dHolzer,0,1,,09.07.2011,10.07.2011,17:02:25,-15,15,3
6360,KrummKubber,Kidskubber,1,0,,09.07.2011,10.07.2011,17:02:26,15,-15,3
6361,dHolzer,BALU der fette Baer,0,1,,09.07.2011,10.07.2011,17:02:26,-15,15,3
6362,Beno,Hekla,1,1,,10.07.2011,10.07.2011,17:49:21,-4,4,1
6364,Kim,Samweis,0,2,,10.07.2011,11.07.2011,15:12:55,-18,18,1
6366,Down by law,vero,2,0,,11.07.2011,11.07.2011,15:22:00,18,-18,1
6367,Down by law,Gravensteiner,1,2,,11.07.2011,11.07.2011,15:24:01,12,-12,1
6368,sabrina,Kim,1,2,,11.07.2011,11.07.2011,22:25:13,6,-6,1
6369,Granatoepfel,Rico,3,1,,11.07.2011,11.07.2011,22:35:19,-1,1,1
6370,Granatoepfel,Hafenkneipenleiter,1,1,,11.07.2011,11.07.2011,22:35:39,0,0,1
6371,Gravensteiner,Granatoepfel,10,0,,11.07.2011,11.07.2011,22:35:57,13,-13,1
6372,Gravensteiner,Rico,7,1,,11.07.2011,11.07.2011,22:36:11,-5,5,1
6373,Gravensteiner,KubbJunkie,4,4,,11.07.2011,11.07.2011,22:36:26,-10,10,1
6374,KubbJunkie,Hafenkneipenleiter,2,0,,11.07.2011,11.07.2011,22:49:34,12,-12,1
6375,KubbJunkie,Rico,2,0,,11.07.2011,11.07.2011,22:49:42,5,-5,1
6376,KubbJunkie,Granatoepfel,2,0,,11.07.2011,11.07.2011,22:49:50,12,-12,1
6377,Boskoop,Hafenkneipenleiter,1,2,,11.07.2011,11.07.2011,22:58:05,-10,10,1
6378,Cheesu,Minu,3,0,,11.07.2011,11.07.2011,23:32:50,28,-28,1
6379,Cheesu,Samweis,3,1,,11.07.2011,11.07.2011,23:33:09,19,-19,1
6380,Cheesu,Kubbtaen Jack,3,0,,11.07.2011,11.07.2011,23:33:27,13,-13,1
6381,Tamara,Kubbtaen Jack,0,2,,11.07.2011,11.07.2011,23:33:54,-25,25,1
6382,Fleischbueb,Kubbtaen Jack,0,1,,11.07.2011,11.07.2011,23:34:15,-23,23,1
6383,Samweis,Simi,2,0,,11.07.2011,11.07.2011,23:34:44,13,-13,1
6384,Samweis,Minu,2,0,,11.07.2011,11.07.2011,23:34:54,20,-20,1
6385,Hafenkneipenleiter,Rico,2,0,,11.07.2011,11.07.2011,23:38:23,10,-10,1
6386,Gravensteiner,KubbJunkie,4,0,,12.07.2011,12.07.2011,19:25:26,24,-24,1
6387,Beno,Gravensteiner,1,0,,12.07.2011,12.07.2011,19:26:58,19,-19,1
6388,Beno,KubbJunkie,2,1,,12.07.2011,12.07.2011,21:32:19,12,-12,1
6389,Kim,sabrina,4,0,,14.07.2011,14.07.2011,22:23:47,14,-14,1
6390,Bjoern,mathis,2,1,,14.07.2011,14.07.2011,22:54:39,9,-9,1
6401,Pasqualito,dr Bell,1,2,,16.07.2011,17.07.2011,21:37:36,-11,11,1
6392,ingo,Mary,0,1,,15.07.2011,15.07.2011,22:09:11,-15,15,1
6393,Gravensteiner,Boiken,5,0,,16.07.2011,16.07.2011,01:49:42,8,-8,1
6394,Boiken,KubbJunkie,1,3,,16.07.2011,16.07.2011,01:54:56,3,-3,1
6395,Beno,Gravensteiner,2,6,,16.07.2011,16.07.2011,18:52:37,-11,11,1
6396,Beno,KubbJunkie,3,1,,16.07.2011,16.07.2011,18:53:05,12,-12,1
6397,Beno,Mistoepfel,2,3,,16.07.2011,16.07.2011,18:53:33,-19,19,1
6398,KubbJunkie,Rico,2,0,,16.07.2011,16.07.2011,18:54:26,4,-4,1
6399,KubbJunkie,Muerbi,2,0,,16.07.2011,16.07.2011,18:54:55,6,-6,1
6400,The CH-ubbers,Tent it up 3,1,0,,16.07.2011,16.07.2011,22:32:47,15,-15,3
6402,Gravensteiner,Calvados,1,0,,18.07.2011,19.07.2011,10:56:02,3,-3,1
6406,Granatoepfel,Mistoepfel,1,7,,18.07.2011,19.07.2011,11:35:30,-19,19,1
6407,Granatoepfel,Jon the Kubb,10,0,,18.07.2011,19.07.2011,11:36:55,31,-31,1
6405,Ivan,Minu,0,4,,18.07.2011,19.07.2011,11:30:55,-24,24,1
6408,Granatoepfel,Jon the Kubb,2,0,,19.07.2011,20.07.2011,13:54:16,15,-15,1
6409,sabrina,Kim,1,2,,19.07.2011,20.07.2011,22:17:57,6,-6,1
6410,Kim,sabrina,1,0,,21.07.2011,22.07.2011,12:41:43,7,-7,1
6411,Ghandu,Fleischbueb,5,4,,23.07.2011,23.07.2011,00:36:53,-2,2,1
6412,Beno,KubbJunkie,3,1,,23.07.2011,23.07.2011,21:58:29,13,-13,1
6413,Mighty Mu,Sir Bunbury,2,1,,23.07.2011,23.07.2011,22:35:12,6,-6,1
6414,Beni,mese,0,3,,24.07.2011,24.07.2011,20:43:10,-15,15,1
6415,dr Bell,Minu,1,0,,24.07.2011,25.07.2011,15:16:22,19,-19,1
6416,Beni,mese,0,3,,26.07.2011,26.07.2011,22:20:36,-13,13,1
6417,KubbJunkie,Granatoepfel,2,0,,26.07.2011,27.07.2011,08:07:55,13,-13,1
6418,KubbJunkie,Hafenkneipenleiter,2,0,,26.07.2011,27.07.2011,08:08:00,13,-13,1
6419,Kim,sabrina,2,1,,26.07.2011,27.07.2011,11:16:46,-7,7,1
6420,Granatoepfel,Rico,0,1,,26.07.2011,27.07.2011,12:16:43,-24,24,1
6421,Hafenkneipenleiter,Granatoepfel,0,1,,26.07.2011,27.07.2011,15:26:08,-15,15,1
6422,Rico / Hafenkneipenleiter,KubbJunkie / Granatoepfel,1,1,,26.07.2011,27.07.2011,15:26:30,8,-8,2
6423,Granatoepfel,Jon the Kubb,7,2,,27.07.2011,27.07.2011,21:08:51,8,-8,1
6424,Kim,sabrina,7,0,,28.07.2011,28.07.2011,18:37:45,15,-15,1
6425,Hafenkneipenleiter,Rico,2,0,,28.07.2011,29.07.2011,07:51:52,12,-12,1
6426,Hafenkneipenleiter,KubbJunkie,3,3,,28.07.2011,29.07.2011,07:52:06,17,-17,1
6427,KubbJunkie,Rico,3,0,,28.07.2011,29.07.2011,09:35:53,5,-5,1
6428,Ghandu,Cheesu,6,1,,30.07.2011,30.07.2011,01:50:21,27,-27,1
6429,KubbJunkie,Hafenkneipenleiter,2,4,,30.07.2011,30.07.2011,19:57:18,-26,26,1
6430,KubbJunkie,Muerbi,4,0,,30.07.2011,30.07.2011,19:57:41,7,-7,1
6431,KubbJunkie,Mistoepfel,5,3,,30.07.2011,30.07.2011,19:58:06,-1,1,1
6432,Chuck Horris,mathis,1,0,,31.07.2011,31.07.2011,17:03:58,8,-8,1
6433,Kim,haemp,3,1,,31.07.2011,31.07.2011,17:55:22,21,-21,1
6434,Beno,Hekla,3,3,,31.07.2011,31.07.2011,19:53:14,-6,6,1
6435,KubbJunkie,Hafenkneipenleiter,12,1,,31.07.2011,01.08.2011,08:51:38,23,-23,1
6436,Cheesu,Simi,2,1,,31.07.2011,01.08.2011,11:48:10,-2,2,1
6437,Saennae,Simi,0,1,,31.07.2011,01.08.2011,11:49:27,-14,14,1
6438,Tamara,Simi,0,1,,31.07.2011,01.08.2011,11:49:37,-12,12,1
6439,Tamara,Cheesu,0,1,,31.07.2011,01.08.2011,11:50:11,-6,6,1
6440,Tamara,Kubbtaen Jack,0,1,,31.07.2011,01.08.2011,11:50:25,-14,14,1
6441,Saennae,Kubbtaen Jack,1,0,,31.07.2011,01.08.2011,11:50:43,14,-14,1
6442,Saennae,Minu,0,1,,31.07.2011,01.08.2011,11:51:01,-10,10,1
6443,Cheesu,Minu,1,3,,31.07.2011,01.08.2011,11:51:21,-19,19,1
6444,Tamara,Minu,0,2,,31.07.2011,01.08.2011,11:51:44,-12,12,1
6445,Fleischbueb,Samweis,0,1,,31.07.2011,01.08.2011,11:52:20,-11,11,1
6446,Cheesu,Samweis,0,1,,31.07.2011,01.08.2011,11:52:45,-14,14,1
6447,Cheesu,Benner,1,0,,31.07.2011,01.08.2011,11:53:00,8,-8,1
6448,Cheesu,Saennae,0,1,,31.07.2011,01.08.2011,11:53:23,-22,22,1
6449,Fleischbueb,Cheesu,4,0,,01.08.2011,02.08.2011,11:17:58,30,-30,1
6450,Saennae,Tamara,3,0,,01.08.2011,02.08.2011,11:18:24,19,-19,1
6451,Kim,sabrina,3,0,,02.08.2011,03.08.2011,14:02:03,9,-9,1
6452,Kim,sabrina,3,1,,03.08.2011,03.08.2011,19:46:07,-5,5,1
6453,Beni,mese,0,3,,03.08.2011,03.08.2011,21:18:07,-12,12,1
6454,Beni,mese,0,1,,06.08.2011,07.08.2011,17:15:45,-6,6,1
6455,Muetti,mese,0,1,,06.08.2011,07.08.2011,17:16:25,-10,10,1
6456,haemp,Geri,2,0,,07.08.2011,07.08.2011,20:27:21,13,-13,1
6457,haemp,chnibeler,2,0,,07.08.2011,07.08.2011,20:28:02,12,-12,1
6749,The Lords of the kubbs,Emmi Gardell,0,1,,31.07.2010,08.08.2011,20:02:16,-10,10,6
6778,Boffens draengar,Groetlingbo Kubb,1,0,,31.07.2010,08.08.2011,20:02:19,11,-11,6
6678,Emmi Gardell,Jonssons Trutar,2,0,,31.07.2010,08.08.2011,20:02:09,27,-27,6
6677,Elefantbajs 2000,Berras Sorkar,2,0,,31.07.2010,08.08.2011,20:02:09,9,-9,6
6676,Emmas pojkar,Mulde fritidsby,2,0,,31.07.2010,08.08.2011,20:02:09,23,-23,6
6675,Maltes Bil & Rep,Fortschritt 99,0,2,,31.07.2010,08.08.2011,20:02:09,-14,14,6
6667,Emmas pojkar,Signalgatan,0,2,,31.07.2010,08.08.2011,20:02:08,-32,32,6
6668,Gloria Victis,Boffens draengar,2,0,,31.07.2010,08.08.2011,20:02:08,18,-18,6
6669,Underbettens underhuvuden,Fortschritt 99,0,2,,31.07.2010,08.08.2011,20:02:08,-11,11,6
6670,Emmas pojkar,Elefantbajs 2000,2,0,,31.07.2010,08.08.2011,20:02:08,27,-27,6
6671,Emmi Gardell,Signalgatan,0,2,,31.07.2010,08.08.2011,20:02:08,-29,29,6
6672,Gloria Victis,Menage a trois,2,0,,31.07.2010,08.08.2011,20:02:08,14,-14,6
6673,Aug-laug-eth,Boffens draengar,0,2,,31.07.2010,08.08.2011,20:02:09,-14,14,6
6674,Underbettens underhuvuden,Kurre Dutt Dutt,2,0,,31.07.2010,08.08.2011,20:02:09,20,-20,6
6666,Gloria Victis,Fortschritt 99,2,0,,31.07.2010,08.08.2011,20:02:08,26,-26,6
6665,Fortschritt 99,Emmas pojkar,1,0,,31.07.2010,08.08.2011,20:02:08,11,-11,6
6664,Gloria Victis,Signalgatan,2,0,,31.07.2010,08.08.2011,20:02:08,11,-11,6
6779,Team B-Vik,SMP Basel United,0,1,,31.07.2010,08.08.2011,20:02:19,-15,15,6
6780,Boffens draengar,Team B-Vik,1,0,,31.07.2010,08.08.2011,20:02:19,10,-10,6
6781,SMP Basel United,Groetlingbo Kubb,1,0,,31.07.2010,08.08.2011,20:02:19,16,-16,6
6782,Boffens draengar,SMP Basel United,1,0,,31.07.2010,08.08.2011,20:02:20,10,-10,6
6783,Groetlingbo Kubb,Team B-Vik,0,1,,31.07.2010,08.08.2011,20:02:20,-16,16,6
6784,Signalgatan,Mulde fritidsby,2,0,,06.08.2011,08.08.2011,20:03:12,25,-25,6
6785,Stalin Allstars,BV Brno,0,2,,06.08.2011,08.08.2011,20:03:12,-20,20,6
6786,Signalgatan,Stalin Allstars,2,0,,06.08.2011,08.08.2011,20:03:12,13,-13,6
6787,BV Brno,Mulde fritidsby,0,2,,06.08.2011,08.08.2011,20:03:12,-13,13,6
6788,Signalgatan,BV Brno,0,2,,06.08.2011,08.08.2011,20:03:12,-30,30,6
6789,Mulde fritidsby,Stalin Allstars,2,0,,06.08.2011,08.08.2011,20:03:12,11,-11,6
6790,Kaerne Kuebbe International,Underbettens underhuvuden,0,2,,06.08.2011,08.08.2011,20:03:13,-18,18,6
6791,Tallult 89,[OHC] Kubb Team,2,0,,06.08.2011,08.08.2011,20:03:13,20,-20,6
6792,Kaerne Kuebbe International,Tallult 89,0,2,,06.08.2011,08.08.2011,20:03:13,-24,24,6
6793,[OHC] Kubb Team,Underbettens underhuvuden,0,2,,06.08.2011,08.08.2011,20:03:13,-15,15,6
6794,Kaerne Kuebbe International,[OHC] Kubb Team,0,2,,06.08.2011,08.08.2011,20:03:13,-27,27,6
6795,Underbettens underhuvuden,Tallult 89,0,2,,06.08.2011,08.08.2011,20:03:13,-28,28,6
6796,Team Ekeby,En Stor Stark,2,0,,06.08.2011,08.08.2011,20:03:13,5,-5,6
6797,600 spaenn at fanders!,Helanders,0,2,,06.08.2011,08.08.2011,20:03:13,-23,23,6
6798,Team Ekeby,600 spaenn at fanders!,2,0,,06.08.2011,08.08.2011,20:03:14,5,-5,6
6799,Helanders,En Stor Stark,2,0,,06.08.2011,08.08.2011,20:03:14,23,-23,6
6800,Team Ekeby,Helanders,2,0,,06.08.2011,08.08.2011,20:03:14,5,-5,6
6801,En Stor Stark,600 spaenn at fanders!,0,2,,06.08.2011,08.08.2011,20:03:14,-23,23,6
