id,spieler1,spieler2,torep1,torep2,,datum,eintragdatum,uhrzeit,PunkteSpieler1,PunkteSpieler2,groesse
1253,Kim,sabrina,2,0,,02.02.2011,02.02.2011,19:19:04,8,-8,1
1252,Kim,sabrina,3,0,,01.02.2011,01.02.2011,16:14:45,11,-11,1
1251,Kim,sabrina,1,0,,31.01.2011,31.01.2011,19:33:30,7,-7,1
1250,haemp,sabrina,2,0,,30.01.2011,30.01.2011,14:28:08,8,-8,1
1248,sabrina,Sam,1,0,,29.01.2011,29.01.2011,23:04:47,20,-20,1
1247,haemp,sabrina,1,0,,29.01.2011,29.01.2011,23:03:49,5,-5,1
1246,haemp,Sam,2,0,,29.01.2011,29.01.2011,23:03:30,14,-14,1
1245,Cheesu,Kubbtaen Jack,2,1,,29.01.2011,29.01.2011,17:16:59,-9,9,1
1244,haemp,Xoeidi,0,1,,23.01.2011,24.01.2011,08:50:42,-20,20,1
1242,Simel,Xoeidi,1,1,,23.01.2011,23.01.2011,18:26:02,-1,1,1
1241,Cheesu,Simel,1,0,,23.01.2011,23.01.2011,18:25:24,8,-8,1
1236,Fleischbueb,Xoeidi,2,0,,23.01.2011,23.01.2011,18:19:23,27,-27,1
1235,Fleischbueb,haemp,1,1,,23.01.2011,23.01.2011,18:18:29,12,-12,1
1234,Cheesu,haemp,1,1,,23.01.2011,23.01.2011,18:18:03,-5,5,1
1233,Cheesu,Fleischbueb,1,1,,23.01.2011,23.01.2011,18:17:16,-15,15,1
1232,Minu,Birx,1,0,,19.01.2011,19.01.2011,14:41:40,9,-9,1
1227,Fleischbueb,Kubbtaen Jack,1,1,,18.01.2011,18.01.2011,18:47:55,-2,2,1
1224,Beno,vero,2,0,,16.01.2011,16.01.2011,16:57:47,6,-6,1
1223,Granatoepfel,Beno,1,2,,16.01.2011,16.01.2011,16:56:40,11,-11,1
1222,Granatoepfel,vero,1,1,,16.01.2011,16.01.2011,16:56:14,0,0,1
1221,Mistoepfel,KubbJunkie,2,0,,16.01.2011,16.01.2011,16:50:16,30,-30,1
1220,Gravensteiner,KubbJunkie,6,0,,16.01.2011,16.01.2011,16:43:54,20,-20,1
1219,Gravensteiner,Mistoepfel,2,1,,16.01.2011,16.01.2011,16:43:15,-7,7,1
1218,Simi,Saennae,0,2,,15.01.2011,16.01.2011,12:07:55,-33,33,1
1217,Cheesu,Birx,1,0,,15.01.2011,16.01.2011,12:07:26,5,-5,1
1216,Cheesu,Minu,2,0,,15.01.2011,16.01.2011,12:07:13,15,-15,1
1215,Cheesu,Kubbtaen Jack,2,0,,15.01.2011,16.01.2011,12:07:03,9,-9,1
1214,Cheesu,Saennae,2,0,,15.01.2011,16.01.2011,12:06:50,6,-6,1
1213,Cheesu,Fleischbueb,2,0,,15.01.2011,16.01.2011,12:06:31,10,-10,1
1212,Cheesu,Samweis,1,0,,14.01.2011,14.01.2011,21:17:13,12,-12,1
1211,Cheesu,Saennae,1,0,,14.01.2011,14.01.2011,21:17:01,5,-5,1
1210,Cheesu,Kubbtaen Jack,2,1,,14.01.2011,14.01.2011,21:16:27,-7,7,1
1209,Gravensteiner,KubbJunkie,14,6,,14.01.2011,14.01.2011,17:38:32,2,-2,1
1203,Anakondator,The Shizzle,1,1,,29.12.2010,09.01.2011,17:19:05,8,-8,1
1202,haemp,Simel,0,1,,09.01.2011,09.01.2011,17:08:43,-19,19,1
1201,haemp,Xoeidi,1,0,,09.01.2011,09.01.2011,17:08:06,9,-9,1
1200,Simel,Xoeidi,0,3,,09.01.2011,09.01.2011,17:07:27,-30,30,1
1199,Cheesu,Kubbtaen Jack,1,0,,08.01.2011,09.01.2011,00:30:31,6,-6,1
1195,Sam,haemp,0,1,,08.01.2011,08.01.2011,17:37:53,-9,9,1
1194,Sam,sabrina,1,0,,08.01.2011,08.01.2011,17:37:32,10,-10,1
1193,haemp,sabrina,3,0,,08.01.2011,08.01.2011,17:36:53,9,-9,1
1191,nils lauper,haemp,0,1,,01.01.2011,01.01.2011,14:57:43,-12,12,1
1190,Sam,haemp,0,1,,01.01.2011,01.01.2011,14:57:23,-10,10,1
1189,Sam,nils lauper,1,0,,01.01.2011,01.01.2011,14:56:56,17,-17,1
1188,haemp,chnibeler,2,0,,01.01.2011,01.01.2011,01:06:17,14,-14,1
1187,Kim,Sam,2,1,,23.12.2010,23.12.2010,12:19:03,2,-2,1
1186,Kim,haemp,1,3,,22.12.2010,22.12.2010,22:28:23,-14,14,1
1185,haemp,sabrina,3,0,,18.12.2010,18.12.2010,00:34:12,20,-20,1
1183,haemp,Simel,1,0,,18.12.2010,18.12.2010,00:33:01,16,-16,1
1182,haemp,Kim,1,0,,18.12.2010,18.12.2010,00:32:46,18,-18,1
1180,haemp,morelli,3,0,,18.12.2010,18.12.2010,00:31:18,27,-27,1
1179,Simel,sabrina,3,0,,18.12.2010,18.12.2010,00:30:05,18,-18,1
1178,Simel,morelli,3,0,,18.12.2010,18.12.2010,00:29:48,26,-26,1
1177,Kim,morelli,3,0,,18.12.2010,18.12.2010,00:29:27,23,-23,1
1176,Kim,sabrina,3,0,,18.12.2010,18.12.2010,00:28:53,16,-16,1
1175,haemp,chnibeler,2,0,,17.12.2010,17.12.2010,17:12:37,23,-23,1
1174,Kim,sabrina,4,0,,09.12.2010,09.12.2010,15:41:47,20,-20,1
1173,Minu,Ivan,1,0,,02.12.2010,02.12.2010,20:06:51,6,-6,1
1172,Simon,KUBBILISK,0,1,,01.12.2010,02.12.2010,19:50:03,-14,14,1
1171,Sam,haemp,0,1,,30.11.2010,30.11.2010,18:57:41,-16,16,1
1170,Kim,sabrina,2,1,,29.11.2010,29.11.2010,15:40:21,1,-1,1
1169,Beni,mese,0,1,,21.11.2010,22.11.2010,16:34:53,-11,11,1
1168,haemp,Simel,0,2,,21.11.2010,21.11.2010,16:41:04,-22,22,1
1167,Simi,Saennae,2,0,,20.11.2010,20.11.2010,21:22:57,13,-13,1
1166,Samweis,Simi,1,0,,20.11.2010,20.11.2010,21:22:14,16,-16,1
1165,Samweis,Saennae,1,0,,20.11.2010,20.11.2010,21:22:06,9,-9,1
1164,Saennae,Minu,1,0,,20.11.2010,20.11.2010,21:11:57,25,-25,1
1163,Simi,Minu,1,0,,20.11.2010,20.11.2010,21:09:45,20,-20,1
1162,Samweis,Minu,2,0,,20.11.2010,20.11.2010,21:07:39,31,-31,1
1161,Fleischbueb,Minu,1,1,,20.11.2010,20.11.2010,21:05:49,10,-10,1
1159,Samweis,Fleischbueb,4,1,,20.11.2010,20.11.2010,18:46:24,14,-14,1
1157,Samweis,Ivan,2,0,,20.11.2010,20.11.2010,18:36:53,12,-12,1
1156,sabrina,haemp,0,2,,20.11.2010,20.11.2010,15:31:22,-23,23,1
1155,Kim,sabrina,2,0,,18.11.2010,18.11.2010,14:49:06,19,-19,1
1154,Kim,sabrina,2,0,,17.11.2010,17.11.2010,14:59:07,23,-23,1
1153,Minu,Ivan,8,0,,16.11.2010,16.11.2010,20:27:04,11,-11,1
1152,Granatoepfel,vero,0,3,,14.11.2010,15.11.2010,19:06:15,-33,33,1
1150,Minu,Ivan,2,0,,14.11.2010,15.11.2010,03:03:55,8,-8,1
1149,Minu,Simi,1,2,,14.11.2010,15.11.2010,03:03:24,-17,17,1
1148,Ivan,Fleischbueb,0,1,,14.11.2010,14.11.2010,22:47:10,-11,11,1
1147,haemp,nils lauper,1,3,,14.11.2010,14.11.2010,17:24:56,-11,11,1
1146,Cheesu,Fleischbueb,2,0,,14.11.2010,14.11.2010,17:06:27,11,-11,1
1145,Cheesu,Simi,2,1,,14.11.2010,14.11.2010,17:06:13,-2,2,1
1144,Minu,Birx,1,0,,14.11.2010,14.11.2010,16:30:35,7,-7,1
1143,Minu,Benner,1,0,,14.11.2010,14.11.2010,16:30:27,9,-9,1
1142,Beno,vero,1,1,,14.11.2010,14.11.2010,15:58:41,-18,18,1
1140,Beno,Granatoepfel,2,0,,14.11.2010,14.11.2010,15:40:59,7,-7,1
1138,Fleischbueb,Kubbtaen Jack,1,0,,13.11.2010,13.11.2010,19:37:08,15,-15,1
1137,Cheesu,Kubbtaen Jack,5,1,,13.11.2010,13.11.2010,19:36:25,3,-3,1
1136,Cheesu,Fleischbueb,1,1,,13.11.2010,13.11.2010,19:36:13,-13,13,1
1135,Cheesu,Ivan,1,0,,13.11.2010,13.11.2010,19:35:59,5,-5,1
1134,Kubbtaen Jack,Ivan,1,0,,13.11.2010,13.11.2010,19:35:46,12,-12,1
1133,Granatoepfel,Rico,5,3,,13.11.2010,13.11.2010,17:30:31,-5,5,1
1132,Granatoepfel,Muerbi,0,2,,13.11.2010,13.11.2010,17:30:11,-27,27,1
1131,Granatoepfel,Dr AWESOME,1,0,,13.11.2010,13.11.2010,17:29:46,12,-12,1
1129,Muerbi,KubbJunkie,0,1,,13.11.2010,13.11.2010,17:28:59,-3,3,1
1128,Dr AWESOME,KubbJunkie,0,3,,13.11.2010,13.11.2010,17:28:40,-6,6,1
1127,Mistoepfel,KubbJunkie,1,3,,13.11.2010,13.11.2010,17:28:18,-5,5,1
1126,Beno,KubbJunkie,3,4,,13.11.2010,13.11.2010,17:27:12,-2,2,1
1125,Beno,Mistoepfel,1,0,,13.11.2010,13.11.2010,17:26:51,12,-12,1
1124,Beno,Muerbi,1,0,,13.11.2010,13.11.2010,17:26:34,4,-4,1
1123,Hafenkneipenleiter,Easy P,1,0,,13.11.2010,13.11.2010,15:55:46,8,-8,1
1122,Hafenkneipenleiter,Muerbi,2,0,,13.11.2010,13.11.2010,15:55:29,14,-14,1
1121,Hafenkneipenleiter,KubbJunkie,2,1,,13.11.2010,13.11.2010,15:55:16,24,-24,1
1120,Minu,Ivan,4,0,,11.11.2010,11.11.2010,23:22:58,12,-12,1
1119,haemp,Fleischbueb,2,1,,07.11.2010,07.11.2010,19:12:38,7,-7,1
1118,haemp,Birx,1,0,,07.11.2010,07.11.2010,19:12:28,13,-13,1
1117,Cheesu,Minu,1,1,,07.11.2010,07.11.2010,19:12:08,-4,4,1
1116,Cheesu,Ivan,1,0,,07.11.2010,07.11.2010,19:11:56,6,-6,1
1115,Minu,haemp,3,0,,07.11.2010,07.11.2010,19:11:32,19,-19,1
1114,Minu,Ivan,1,0,,07.11.2010,07.11.2010,19:11:04,8,-8,1
1113,Cheesu,Birx,1,0,,07.11.2010,07.11.2010,19:10:47,7,-7,1
1112,Cheesu,Fleischbueb,1,0,,07.11.2010,07.11.2010,19:10:34,8,-8,1
1111,Cheesu,Simi,3,0,,06.11.2010,06.11.2010,19:23:26,21,-21,1
1110,Cheesu,Saennae,2,0,,06.11.2010,06.11.2010,19:23:08,10,-10,1
1109,Cheesu,Ivan,1,0,,06.11.2010,06.11.2010,19:22:08,7,-7,1
1108,Saennae,Ivan,0,1,,06.11.2010,06.11.2010,19:21:47,-15,15,1
1107,Beno,Boskoop,2,0,,06.11.2010,06.11.2010,17:33:40,10,-10,1
1106,Beno,Mistoepfel,2,0,,06.11.2010,06.11.2010,17:33:12,18,-18,1
1105,Granatoepfel,Hafenkneipenleiter,1,1,,06.11.2010,06.11.2010,17:32:35,5,-5,1
1104,Mistoepfel,Hafenkneipenleiter,2,1,,06.11.2010,06.11.2010,17:31:58,0,0,1
1103,Beno,Hafenkneipenleiter,2,1,,06.11.2010,06.11.2010,17:31:33,-4,4,1
1102,Gravensteiner,Hafenkneipenleiter,2,0,,06.11.2010,06.11.2010,17:31:10,6,-6,1
1101,Gravensteiner,Mistoepfel,5,3,,06.11.2010,06.11.2010,17:30:38,-10,10,1
1100,Gravensteiner,Beno,5,0,,06.11.2010,06.11.2010,17:30:14,19,-19,1
1099,Gravensteiner,KubbJunkie,5,1,,05.11.2010,06.11.2010,00:51:47,14,-14,1
1098,Cheesu,Simi,1,0,,05.11.2010,05.11.2010,21:02:38,14,-14,1
1097,Cheesu,Fleischbueb,1,0,,05.11.2010,05.11.2010,21:02:27,10,-10,1
1096,Geri,haemp,2,3,,05.11.2010,05.11.2010,17:41:17,-9,9,1
1095,Bjoern,Kubb King,1,1,,04.11.2010,04.11.2010,20:18:03,9,-9,1
1092,mese,Beni,2,1,,04.11.2010,04.11.2010,12:11:45,1,-1,1
1091,Fleischbueb,Minu,4,2,,03.11.2010,03.11.2010,18:36:01,27,-27,1
1087,Fleischbueb,Ivan,5,0,,03.11.2010,03.11.2010,17:53:49,31,-31,1
1086,mese,Beni,2,1,,03.11.2010,03.11.2010,17:13:37,1,-1,1
1084,Minu,Fleischbueb,3,1,,02.11.2010,02.11.2010,16:51:29,-1,1,1
1083,KUBBILISK,Simon,2,1,,01.11.2010,01.11.2010,16:24:56,9,-9,1
1082,KUBBILISK,Gummistiefel,1,0,,30.10.2010,31.10.2010,17:29:42,14,-14,1
1081,morelli,haemp,3,1,,31.10.2010,31.10.2010,17:14:05,12,-12,1
1080,Mistoepfel,Rico,1,0,,30.10.2010,30.10.2010,20:23:48,5,-5,1
1079,KubbJunkie,Easy P,2,0,,30.10.2010,30.10.2010,20:06:41,6,-6,1
1078,Gravensteiner,Rico,2,0,,30.10.2010,30.10.2010,20:06:23,2,-2,1
1077,KubbJunkie,Rico,1,0,,30.10.2010,30.10.2010,20:06:02,2,-2,1
1076,Muerbi,Rico,0,1,,30.10.2010,30.10.2010,20:05:42,-22,22,1
1075,Granatoepfel,Rico,2,0,,30.10.2010,30.10.2010,20:05:25,13,-13,1
1074,Hafenkneipenleiter,KubbJunkie,0,3,,30.10.2010,30.10.2010,20:04:44,-13,13,1
1073,Easy P,Rico,0,1,,30.10.2010,30.10.2010,20:04:14,-19,19,1
1072,Hakan cash,Granatoepfel,0,1,,30.10.2010,30.10.2010,20:03:47,-11,11,1
1071,Hafenkneipenleiter,Easy P,2,0,,30.10.2010,30.10.2010,20:03:07,15,-15,1
1070,Cheesu,Gravensteiner,3,6,,30.10.2010,30.10.2010,20:02:40,11,-11,1
1069,Boskoop,Hafenkneipenleiter,1,0,,30.10.2010,30.10.2010,20:02:18,15,-15,1
1068,Mistoepfel,Cheesu,3,0,,30.10.2010,30.10.2010,20:01:45,25,-25,1
1067,Gravensteiner,Granatoepfel,1,0,,30.10.2010,30.10.2010,20:01:26,3,-3,1
1066,Hakan cash,Mistoepfel,0,1,,30.10.2010,30.10.2010,20:00:58,-6,6,1
1065,Cheesu,Granatoepfel,1,0,,30.10.2010,30.10.2010,20:00:36,10,-10,1
1064,Hafenkneipenleiter,Muerbi,1,0,,30.10.2010,30.10.2010,20:00:18,13,-13,1
1063,Gravensteiner,Mistoepfel,3,3,,30.10.2010,30.10.2010,19:59:57,-19,19,1
1062,Boskoop,KubbJunkie,0,2,,30.10.2010,30.10.2010,19:59:35,-11,11,1
1061,Boskoop,Granatoepfel,1,0,,30.10.2010,30.10.2010,19:59:13,12,-12,1
1060,KubbJunkie,Gravensteiner,0,5,,30.10.2010,30.10.2010,19:58:53,-20,20,1
1059,Muerbi,KubbJunkie,0,2,,30.10.2010,30.10.2010,19:58:32,-9,9,1
1058,Hafenkneipenleiter,Cheesu,1,0,,30.10.2010,30.10.2010,19:58:06,18,-18,1
1057,Muerbi,Gravensteiner,0,1,,30.10.2010,30.10.2010,19:57:37,-3,3,1
1056,Boskoop,Mistoepfel,0,1,,30.10.2010,30.10.2010,19:57:09,-12,12,1
1055,Hafenkneipenleiter,Granatoepfel,3,1,,30.10.2010,30.10.2010,19:56:48,10,-10,1
1054,Cheesu,KubbJunkie,0,1,,30.10.2010,30.10.2010,19:56:30,-10,10,1
1053,Muerbi,Mistoepfel,0,1,,30.10.2010,30.10.2010,19:56:04,-10,10,1
1052,Boskoop,Gravensteiner,0,2,,30.10.2010,30.10.2010,19:55:41,-6,6,1
1051,Mistoepfel,KubbJunkie,0,3,,30.10.2010,30.10.2010,19:55:22,-17,17,1
1050,Muerbi,Granatoepfel,0,1,,30.10.2010,30.10.2010,19:54:56,-15,15,1
1049,Gravensteiner,Hafenkneipenleiter,2,0,,30.10.2010,30.10.2010,19:54:34,6,-6,1
1048,Granatoepfel,KubbJunkie,0,2,,30.10.2010,30.10.2010,19:54:12,-8,8,1
1047,Gravensteiner,KubbJunkie,4,1,,29.10.2010,29.10.2010,18:41:32,11,-11,1
1046,Gravensteiner,I-scream-Man,7,0,,29.10.2010,29.10.2010,18:41:07,7,-7,1
1045,KubbJunkie,I-scream-Man,2,1,,29.10.2010,29.10.2010,18:40:19,-9,9,1
1044,Fleischbueb,Kubbtaen Jack,4,1,,27.10.2010,27.10.2010,17:55:17,25,-25,1
1043,Kubb King,Mighty Mu,0,1,,27.10.2010,27.10.2010,13:53:49,-12,12,1
1042,Cheesu,Minu,2,2,,26.10.2010,26.10.2010,21:18:54,0,0,1
1041,Fleischbueb,Minu,0,1,,26.10.2010,26.10.2010,21:18:41,-6,6,1
1040,Fleischbueb,Cheesu,0,2,,26.10.2010,26.10.2010,21:18:27,-9,9,1
1039,Fleischbueb,haemp,4,0,,26.10.2010,26.10.2010,21:18:07,41,-41,1
1038,Hafenkneipenleiter,Kubb King,0,1,,24.10.2010,25.10.2010,09:42:13,-12,12,1
1037,Gravensteiner,vero,1,0,,23.10.2010,24.10.2010,02:01:13,2,-2,1
1036,Gravensteiner,Kubb King,4,0,,23.10.2010,24.10.2010,01:40:49,9,-9,1
1035,Gravensteiner,Minu,2,0,,23.10.2010,24.10.2010,01:40:05,10,-10,1
1034,Granatoepfel,Minu,1,0,,23.10.2010,23.10.2010,23:10:58,24,-24,1
1033,KUBBILISK,Rini,0,1,,23.10.2010,23.10.2010,21:53:51,-12,12,1
1032,KubbJunkie,I-scream-Man,4,0,,23.10.2010,23.10.2010,18:11:06,10,-10,1
1031,KubbJunkie,Minu,1,0,,23.10.2010,23.10.2010,18:10:46,16,-16,1
1030,KubbJunkie,Cheesu,2,0,,23.10.2010,23.10.2010,18:10:24,21,-21,1
1029,Saennae,Minu,2,1,,23.10.2010,23.10.2010,18:09:22,28,-28,1
1028,KubbJunkie,Hafenkneipenleiter,1,0,,23.10.2010,23.10.2010,18:08:41,11,-11,1
1027,Beno,Hekla,2,1,,23.10.2010,23.10.2010,18:07:56,-3,3,1
1026,The Shizzle,Gravensteiner,2,0,,23.10.2010,23.10.2010,17:32:46,38,-38,1
1025,Beno,The Shizzle,2,1,,23.10.2010,23.10.2010,17:22:24,1,-1,1
1024,Gummistiefel,I-scream-Man,0,2,,23.10.2010,23.10.2010,17:09:47,-24,24,1
1023,Gravensteiner,I-scream-Man,0,1,,23.10.2010,23.10.2010,17:08:50,-29,29,1
1022,Hafenkneipenleiter,I-scream-Man,1,1,,23.10.2010,23.10.2010,17:07:54,-10,10,1
1021,Beno,Minu,1,0,,23.10.2010,23.10.2010,16:47:02,13,-13,1
1019,KubbJunkie,Beno,2,0,,23.10.2010,23.10.2010,14:18:55,26,-26,1
1018,Cheesu,Hekla,0,2,,23.10.2010,23.10.2010,14:17:30,-28,28,1
1017,Gravensteiner,Hekla,3,0,,23.10.2010,23.10.2010,14:16:52,6,-6,1
1015,Beno,Gravensteiner,1,0,,23.10.2010,23.10.2010,13:33:25,22,-22,1
1014,Beno,Cheesu,1,0,,23.10.2010,23.10.2010,13:33:08,12,-12,1
1012,Cheesu,Minu,1,0,,22.10.2010,23.10.2010,01:52:02,18,-18,1
1011,Cheesu,Saennae,1,0,,22.10.2010,23.10.2010,01:51:38,5,-5,1
1010,Cheesu,Fleischbueb,2,1,,22.10.2010,23.10.2010,01:51:00,-10,10,1
1009,Minu,Simi,1,0,,21.10.2010,22.10.2010,08:21:09,9,-9,1
1008,chnibeler,haemp,0,1,,20.10.2010,20.10.2010,17:38:09,-15,15,1
1007,Fleischbueb,Cheesu,0,1,,19.10.2010,19.10.2010,20:47:44,-4,4,1
1006,Minu,Cheesu,3,2,,19.10.2010,19.10.2010,20:47:23,0,0,1
1005,Minu,Fleischbueb,1,1,,19.10.2010,19.10.2010,20:47:02,-18,18,1
1004,Fleischbueb,Saennae,0,1,,17.10.2010,17.10.2010,19:30:14,-15,15,1
1003,Fleischbueb,Cheesu,0,1,,17.10.2010,17.10.2010,19:29:46,-5,5,1
1002,Saennae,Cheesu,0,1,,17.10.2010,17.10.2010,19:29:32,-5,5,1
1001,Minu,Cheesu,1,0,,17.10.2010,17.10.2010,19:29:20,13,-13,1
1000,Minu,Cheesu,2,0,,16.10.2010,17.10.2010,19:28:59,22,-22,1
999,Minu,Kubbtaen Jack,2,0,,15.10.2010,15.10.2010,20:56:32,12,-12,1
998,Minu,Ivan,2,0,,15.10.2010,15.10.2010,20:56:21,10,-10,1
997,Minu,Simi,1,0,,15.10.2010,15.10.2010,20:56:05,11,-11,1
996,Fleischbueb,Saennae,2,1,,13.10.2010,14.10.2010,08:09:59,11,-11,1
995,Cheesu,Minu,2,1,,13.10.2010,13.10.2010,13:15:26,8,-8,1
994,Sam,haemp,0,1,,12.10.2010,13.10.2010,09:10:29,-15,15,1
993,nils lauper,haemp,1,0,,12.10.2010,12.10.2010,21:11:05,15,-15,1
992,Minu,Fleischbueb,1,0,,12.10.2010,12.10.2010,20:33:12,5,-5,1
991,Minu,Cheesu,5,4,,12.10.2010,12.10.2010,20:29:01,6,-6,1
990,Minu,Ivan,1,0,,12.10.2010,12.10.2010,20:24:04,7,-7,1
989,Cheesu,Ivan,1,0,,12.10.2010,12.10.2010,20:22:45,7,-7,1
988,Cheesu,Fleischbueb,1,0,,12.10.2010,12.10.2010,20:21:52,4,-4,1
984,Sir Bunbury,Jean Jamais,3,1,,11.10.2010,11.10.2010,22:42:56,23,-23,1
983,Minu,Cheesu,4,3,,11.10.2010,11.10.2010,21:40:53,9,-9,1
982,Cheesu,Fleischbueb,1,0,,11.10.2010,11.10.2010,21:40:36,5,-5,1
981,Minu,Fleischbueb,2,0,,11.10.2010,11.10.2010,21:40:22,8,-8,1
980,Fluffer,Muerbi,0,3,,11.10.2010,11.10.2010,21:19:57,-17,17,1
979,Hafenkneipenleiter,KubbJunkie,0,1,,11.10.2010,11.10.2010,21:19:34,-12,12,1
978,Cheesu,Minu,0,1,,10.10.2010,10.10.2010,21:59:10,-18,18,1
977,Cheesu,Fleischbueb,10,0,,10.10.2010,10.10.2010,21:58:56,13,-13,1
975,Gravensteiner,Cheesu,1,0,,09.10.2010,10.10.2010,01:52:53,9,-9,1
974,Gravensteiner,Simi,1,0,,09.10.2010,10.10.2010,01:52:29,4,-4,1
971,Beno,Pasqualito,1,0,,09.10.2010,09.10.2010,18:54:24,7,-7,1
970,Gravensteiner,Mighty Mu,1,0,,09.10.2010,09.10.2010,18:35:39,7,-7,1
969,Cheesu,Mighty Mu,0,1,,09.10.2010,09.10.2010,18:34:55,-18,18,1
968,Beno,Gravensteiner,0,1,,09.10.2010,09.10.2010,18:34:11,-9,9,1
967,Beno,Mighty Mu,0,1,,09.10.2010,09.10.2010,18:33:24,-18,18,1
966,Minu,Cheesu,1,0,,09.10.2010,09.10.2010,12:13:52,21,-21,1
965,Kubb King,Huusmeischter,3,0,,08.10.2010,09.10.2010,12:00:00,24,-24,1
964,Beno,Cheesu,1,0,,09.10.2010,09.10.2010,11:24:48,15,-15,1
963,Granatoepfel,Muerbi,2,1,,08.10.2010,09.10.2010,03:23:32,10,-10,1
962,Mistoepfel,KubbJunkie,3,1,,08.10.2010,09.10.2010,01:59:41,22,-22,1
961,Gravensteiner,KubbJunkie,4,1,,08.10.2010,09.10.2010,01:59:16,3,-3,1
960,Gravensteiner,Mistoepfel,2,1,,08.10.2010,09.10.2010,01:58:50,-9,9,1
959,Cheesu,Saennae,1,0,,08.10.2010,08.10.2010,20:13:39,4,-4,1
958,Cheesu,Kubbtaen Jack,1,0,,08.10.2010,08.10.2010,20:13:29,7,-7,1
957,Cheesu,Fleischbueb,2,0,,08.10.2010,08.10.2010,20:13:17,6,-6,1
956,Minu,Ivan,2,0,,08.10.2010,08.10.2010,20:12:50,18,-18,1
955,Minu,Saennae,1,0,,08.10.2010,08.10.2010,20:12:34,9,-9,1
954,Minu,Kubbtaen Jack,3,0,,08.10.2010,08.10.2010,20:12:21,24,-24,1
953,Rico,Muerbi,0,2,,08.10.2010,08.10.2010,20:01:28,-14,14,1
952,Fluffer,Muerbi,0,1,,08.10.2010,08.10.2010,20:01:02,-12,12,1
951,Fluffer,Rico,1,1,,08.10.2010,08.10.2010,20:00:07,-5,5,1
950,Fluffer,Granatoepfel,0,2,,08.10.2010,08.10.2010,19:59:48,-19,19,1
949,Hafenkneipenleiter,Granatoepfel,1,0,,08.10.2010,08.10.2010,19:59:21,11,-11,1
948,Hafenkneipenleiter,Rico,2,1,,08.10.2010,08.10.2010,19:58:46,-6,6,1
947,Hafenkneipenleiter,Fluffer,1,0,,08.10.2010,08.10.2010,19:58:25,9,-9,1
946,Cheesu,Minu,4,0,,07.10.2010,07.10.2010,20:30:09,16,-16,1
945,Saennae,Minu,0,1,,07.10.2010,07.10.2010,20:29:54,-9,9,1
943,KubbJunkie,Fluffer,1,0,,06.10.2010,07.10.2010,09:05:33,5,-5,1
942,KubbJunkie,Easy P,3,0,,06.10.2010,07.10.2010,09:05:22,10,-10,1
941,Hafenkneipenleiter,Easy P,1,0,,06.10.2010,07.10.2010,08:44:10,11,-11,1
940,Hafenkneipenleiter,I-scream-Man,1,0,,06.10.2010,07.10.2010,08:43:59,10,-10,1
939,Hafenkneipenleiter,Muerbi,2,0,,06.10.2010,07.10.2010,08:43:45,20,-20,1
938,Gravensteiner,KubbJunkie,3,0,,06.10.2010,07.10.2010,01:00:44,15,-15,1
937,Gravensteiner,Muerbi,2,0,,06.10.2010,07.10.2010,00:59:40,5,-5,1
936,Gravensteiner,Easy P,1,0,,06.10.2010,07.10.2010,00:58:57,2,-2,1
935,Gravensteiner,Hafenkneipenleiter,1,0,,06.10.2010,07.10.2010,00:58:08,4,-4,1
934,Anakondator,dr Bell,1,0,,05.10.2010,06.10.2010,21:17:42,18,-18,1
933,vero,Gummistiefel,1,1,,06.10.2010,06.10.2010,21:12:05,3,-3,1
932,Muerbi,Granatoepfel,0,1,,06.10.2010,06.10.2010,21:08:12,-18,18,1
931,Granatoepfel,Gravensteiner,0,1,,06.10.2010,06.10.2010,21:07:46,-2,2,1
930,Cheesu,Fleischbueb,3,0,,06.10.2010,06.10.2010,19:51:34,8,-8,1
929,Cheesu,Minu,1,0,,06.10.2010,06.10.2010,19:51:18,10,-10,1
928,Vertigoo,Jay-Jay,0,1,,05.10.2010,06.10.2010,08:41:19,-16,16,1
927,Mighty Mu,Pasqualito,3,1,,05.10.2010,05.10.2010,19:37:08,4,-4,1
926,Bjoern,mathis,5,2,,04.10.2010,04.10.2010,20:22:36,14,-14,1
925,Hafenkneipenleiter,Rico,3,0,,04.10.2010,04.10.2010,20:20:22,14,-14,1
924,Gravensteiner,Granatoepfel,3,0,,04.10.2010,04.10.2010,20:18:39,5,-5,1
923,Gravensteiner,Hafenkneipenleiter,6,0,,04.10.2010,04.10.2010,20:18:20,9,-9,1
922,KubbJunkie,Granatoepfel,1,0,,04.10.2010,04.10.2010,20:06:40,6,-6,1
921,KubbJunkie,Rico,2,0,,04.10.2010,04.10.2010,20:06:06,6,-6,1
920,KubbJunkie,Gravensteiner,1,2,,04.10.2010,04.10.2010,20:05:52,3,-3,1
919,KubbJunkie,Gravensteiner,1,3,,03.10.2010,04.10.2010,20:05:29,-1,1,1
918,Jean Jamais,Sir Bunbury,2,1,,03.10.2010,04.10.2010,17:25:12,2,-2,1
917,Cheesu,Minu,3,0,,03.10.2010,03.10.2010,20:30:15,18,-18,1
916,Bjoern,Mighty Mu,0,6,,03.10.2010,03.10.2010,19:59:14,-17,17,1
913,Chuck Horris,Kubbpapst Benedikt I.,1,0,,03.10.2010,03.10.2010,18:27:51,14,-14,1
